Probe set,Descriptions,BCR-ABL-R4 Avg Diff,BCR-ABL-R4 Abs Call,MLL-R5 Avg Diff,MLL-R5 Abs Call,Normal-R4 Avg Diff,Normal-R4 Abs Call,T-ALL-R7 Avg Diff,T-ALL-R7 Abs Call,T-ALL-R8 Avg Diff,T-ALL-R8 Abs Call,Hyperdip>50-2M#3 Avg Diff,Hyperdip>50-2M#3 Abs Call,Hypodip-2M#3 Avg Diff,Hypodip-2M#3 Abs Call,Hypodip-2M#2 Avg Diff,Hypodip-2M#2 Abs Call
31325_at,"Cluster Incl. U82306:Homo sapiens unknown protein mRNA, partial cds /cds=(0,221) /gb=U82306 /gi=1938333 /ug=Hs.123081 /len=253",-68.599999999999994,A,2617.5,A,289.60000000000002,A,317.89999999999998,A,-903.29999999999995,A,-751.70000000000005,A,546.79999999999995,A,839.89999999999998,A
31326_at,"Cluster Incl. AF005081:Homo sapiens skin-specific protein (xp32) mRNA, partial cds /cds=(0,340) /gb=AF005081 /gi=2589189 /ug=Hs.123091 /len=416",-2514.5,A,-5660.6000000000004,A,487.80000000000001,A,-2559.3000000000002,A,-1379.5,A,-2387,A,-1563.4000000000001,A,-3038.9000000000001,A
31327_at,"Cluster Incl. AF015124:Homo sapiens IgG heavy chain variable region (Vh26) mRNA, partial cds /cds=(0,305) /gb=AF015124 /gi=2599349 /ug=Hs.123093 /len=340",984.10000000000002,A,383.5,A,-498.60000000000002,A,162.90000000000001,A,-425.60000000000002,A,234.19999999999999,A,-407.69999999999999,A,237.09999999999999,A
31328_at,"Cluster Incl. L13258:Homo sapiens renal Na/Pi-cotransporter mRNA, complete cds /cds=(81,2000) /gb=L13258 /gi=292349 /ug=Hs.936 /len=2554",-518.60000000000002,A,-2080.4000000000001,A,-604.79999999999995,A,1865.2,P,205,A,489.5,A,1048,A,1608.5999999999999,A
31329_at,"Cluster Incl. M84605:Human putative opioid receptor mRNA, complete cds /cds=(93,1415) /gb=M84605 /gi=189391 /ug=Hs.957 /len=4839",879.39999999999998,A,-168,A,745.10000000000002,A,-769.89999999999998,A,-866.70000000000005,A,-163.09999999999999,A,863.79999999999995,A,1523.0999999999999,A
31330_at,"Cluster Incl. M81757:H.sapiens S19 ribosomal protein mRNA, complete cds /cds=(22,459) /gb=M81757 /gi=337732 /ug=Hs.126701 /len=497",276449.79999999999,P,265440.29999999999,P,210109.89999999999,P,179539.5,P,266561.5,P,161575.29999999999,P,227723.29999999999,P,318930.20000000001,P
31331_at,"Cluster Incl. L10123:Homo sapiens surfactant protein A mRNA, complete cds /cds=(2057,2893) /gb=L10123 /gi=402149 /ug=Hs.1071 /len=4161",485.19999999999999,A,-956.60000000000002,A,377.39999999999998,A,-1106.9000000000001,A,-22.5,A,-841.70000000000005,A,293.60000000000002,A,-553.10000000000002,A
31332_at,"Cluster Incl. AF034207:Homo sapiens RIG-like 14-1 mRNA, complete cds /cds=(784,1041) /gb=AF034207 /gi=2724103 /ug=Hs.129699 /len=1799",1541.7,A,-104.7,A,192.90000000000001,A,-4,A,-2169.5999999999999,A,18.399999999999999,A,-109.09999999999999,A,550.10000000000002,A
31333_at,"Cluster Incl. U91963:Human tolloid-like protein (TLL) mRNA, complete cds /cds=(647,3688) /gb=U91963 /gi=2735326 /ug=Hs.129700 /len=3919",-2600.6999999999998,A,2207.6999999999998,A,-338.30000000000001,A,791.29999999999995,A,1662.7,A,129,A,627.89999999999998,A,-724.70000000000005,A
31334_at,"Cluster Incl. U92642:Human high-affinity lysophosphatidic acid receptor homolog mRNA, complete cds /cds=(156,1286) /gb=U92642 /gi=2735350 /ug=Hs.129701 /len=1777",-149.69999999999999,A,-2512.6999999999998,A,188.59999999999999,A,-170.30000000000001,A,-1233.7,A,-250.80000000000001,A,-1253.9000000000001,A,1007,A
31335_at,"Cluster Incl. AF020763:Homo sapiens clone 1900 unknown protein mRNA, complete cds /cds=(618,1571) /gb=AF020763 /gi=2738928 /ug=Hs.129705 /len=1799",-1354.7,A,590.29999999999995,A,385.30000000000001,A,-2421.6999999999998,A,-1216.8,A,-705.79999999999995,A,-1001,A,616.70000000000005,A
31336_at,"Cluster Incl. AC004076:Homo sapiens chromosome 19, cosmid R30217 /cds=(0,2075) /gb=AC004076 /gi=2822142 /ug=Hs.129709 /len=2076",-44.399999999999999,A,1552.9000000000001,A,-249.80000000000001,A,1148.5,A,104,A,-10.1,A,17.300000000000001,A,-1120.5,A
31337_at,"Cluster Incl. AF036329:Homo sapiens gonadotropin-releasing hormone precursor, second form (GnRH-II) gene, complete cds /cds=(51,413) /gb=AF036329 /gi=2833652 /ug=Hs.129715 /len=423",2091.8000000000002,A,1230.5999999999999,A,144.80000000000001,A,2131.0999999999999,A,706.29999999999995,A,942.29999999999995,A,878.29999999999995,A,-2355.3000000000002,A
31338_at,"Cluster Incl. AF050198:Homo sapiens putative mitochondrial space protein 32.1 mRNA, nuclear gene encoding mitochondrial protein, complete cds /cds=(287,1270) /gb=AF050198 /gi=2961554 /ug=Hs.129730 /len=1374",1386.3,A,-183.09999999999999,A,262.10000000000002,A,885.20000000000005,A,59.600000000000001,A,123.59999999999999,A,-627.5,A,526.79999999999995,A
31339_at,"Cluster Incl. D45027:Homo sapiens mRNA for 25 kDa trypsin inhibitor, complete cds /cds=(484,1260) /gb=D45027 /gi=2943715 /ug=Hs.129732 /len=1440",801,A,-2034.5,A,-1151.0999999999999,A,-1745.0999999999999,A,-3114.4000000000001,A,-878.60000000000002,A,36.200000000000003,A,229,A
31340_at,"Cluster Incl. Y12779:H.sapiens mRNA for enamelysin /cds=(13,1464) /gb=Y12779 /gi=3005945 /ug=Hs.129737 /len=1674",-508.89999999999998,A,-3350.5999999999999,A,55.299999999999997,A,-2288.5999999999999,A,1453.5,A,302,A,-373.60000000000002,A,-447.69999999999999,A
31341_at,"Cluster Incl. AF055989:Homo sapiens Shaw type potassium channel Kv3.3 (KCNC3) mRNA, complete cds /cds=(295,2568) /gb=AF055989 /gi=3249578 /ug=Hs.129738 /len=3177",-809.20000000000005,A,-3203.6999999999998,A,-213.69999999999999,A,2835.4000000000001,A,-1607.4000000000001,A,1537.0999999999999,A,-1728.3,A,-1628.8,A
31342_at,"Cluster Incl. X85019:H.sapiens mRNA for UDP-GalNAc-polypeptide N-acetylgalactosaminyltransferase (T2) /cds=(0,1715) /gb=X85019 /gi=971460 /ug=Hs.130181 /len=1716",1719.5999999999999,A,68.599999999999994,A,1136.0999999999999,A,3011.9000000000001,P,3173.8000000000002,A,1754.8,P,1625.9000000000001,A,951.5,A
31343_at,"Cluster Incl. AJ005835:Homo sapiens mRNA for interleukin 1 receptor antagonist, type III /cds=(0,10) /gb=AJ005835 /gi=3115205 /ug=Hs.131958 /len=171",1158.9000000000001,A,95.700000000000003,A,298.69999999999999,A,-835.60000000000002,A,-488.89999999999998,A,533.29999999999995,A,-482.30000000000001,A,-21,A
31344_at,"Cluster Incl. AF063725:Homo sapiens clone BCSynL38 immunoglobulin lambda light chain variable region mRNA, partial cds /cds=(0,116) /gb=AF063725 /gi=3142513 /ug=Hs.131961 /len=333",1482.5,A,4668.5,A,785.89999999999998,A,-562.70000000000005,A,1155,A,43.299999999999997,A,4.0999999999999996,A,1304.5999999999999,A
31345_at,"Cluster Incl. AB002134:Homo sapiens mRNA for airway trypsin-like protease, complete cds /cds=(61,1317) /gb=AB002134 /gi=3184183 /ug=Hs.132195 /len=1500",1175,A,2208.5,A,487.30000000000001,A,110.7,A,-1011.8,A,-442.89999999999998,A,-238.40000000000001,A,-154.40000000000001,A
31346_at,"Cluster Incl. AJ001481:Homo sapiens mRNA for DUX1 protein /cds=(112,624) /gb=AJ001481 /gi=3171915 /ug=Hs.132196 /len=1227",560.70000000000005,A,1272.4000000000001,A,793.10000000000002,A,282.69999999999999,A,3336.1999999999998,A,-1552.5,A,-1921.5999999999999,A,-153.69999999999999,A
31347_at,"Cluster Incl. AF058075:Homo sapiens clone ASPBLL54 immunoglobulin lambda light chain VJ region mRNA, partial cds /cds=(0,143) /gb=AF058075 /gi=3093897 /ug=Hs.132733 /len=325",-4940.6999999999998,A,-5904.6999999999998,A,-2854.6999999999998,A,-920.79999999999995,A,-1537.4000000000001,A,-39.200000000000003,A,-2536,A,-1922.2,A
31348_at,"Cluster Incl. X75917:H.sapiens mRNA for fetal beta-MHC binding factor /cds=(90,1286) /gb=X75917 /gi=438046 /ug=Hs.2654 /len=1671",-835.5,A,-2197.4000000000001,A,161,A,135.69999999999999,A,-481,A,-1237.5,A,-1464.8,A,-524.39999999999998,A
31349_at,"Cluster Incl. L10403:Homo sapiens DNA binding protein for surfactant protein B mRNA, complete cds /cds=(585,905) /gb=L10403 /gi=860726 /ug=Hs.3134 /len=1363",-990.39999999999998,A,-4399.1999999999998,A,-442.69999999999999,A,-527.20000000000005,A,168.40000000000001,A,18.699999999999999,A,-1151.9000000000001,A,-196,A
31350_at,"Cluster Incl. AC004597:Homo sapiens chromosome 19, cosmid F20722 /cds=(0,950) /gb=AC004597 /gi=3068558 /ug=Hs.135305 /len=951",-238.19999999999999,A,1460.5,P,-55.299999999999997,A,-369.60000000000002,A,-3177.4000000000001,A,-366.10000000000002,A,1951.5999999999999,P,-268.39999999999998,A
31351_at,"Cluster Incl. X63966:H.sapiens synthetic gene for platelet-derived growth factor-BB /cds=(13,498) /gb=X63966 /gi=311378 /ug=Hs.135631 /len=514",-1746.5,A,-5225.1999999999998,A,-1510.5999999999999,A,-1030.0999999999999,A,-2922,A,-1519.8,A,-1674.3,A,-1492,A
31352_at,"Cluster Incl. S79281:pancreatic ribonuclease [human, mRNA Recombinant Partial, 491 nt] /cds=(19,480) /gb=S79281 /gi=1087118 /ug=Hs.135633 /len=491",1897.0999999999999,A,-2992.4000000000001,A,495.10000000000002,A,217.80000000000001,A,-360.30000000000001,A,839.60000000000002,A,348.30000000000001,A,1113,A
31353_f_at,"Cluster Incl. X94553:H.sapiens HFKH4 mRNA for fork head like protein /cds=(2054,3556) /gb=X94553 /gi=1770431 /ug=Hs.135634 /len=3575",1212.4000000000001,A,5388.8000000000002,A,1438.5999999999999,A,1057.0999999999999,A,1213.8,A,2719.3000000000002,A,2410.5999999999999,P,2249.5999999999999,A
31354_r_at,"Cluster Incl. X94553:H.sapiens HFKH4 mRNA for fork head like protein /cds=(2054,3556) /gb=X94553 /gi=1770431 /ug=Hs.135634 /len=3575",-1619,A,3937.4000000000001,A,-115.59999999999999,A,-1569.3,A,-3334.4000000000001,A,-3430.3000000000002,A,-2275.8000000000002,A,-329.30000000000001,A
31355_at,"Cluster Incl. U77629:Homo sapiens Achaete-Scute homologue 2 (ASCL2) gene, complete cds /cds=(336,917) /gb=U77629 /gi=2642464 /ug=Hs.135639 /len=932",774,A,-1781.3,A,-358.80000000000001,A,891.20000000000005,A,538.29999999999995,A,349.60000000000002,A,298.5,A,-1352.7,A
31356_at,Cluster Incl. W27600:35a12 Homo sapiens cDNA /gb=W27600 /gi=1307548 /ug=Hs.136087 /len=732,2292,A,3968.4000000000001,M,1934.0999999999999,A,1220.5,A,3655.3000000000002,A,1541.2,A,339.69999999999999,A,-198.19999999999999,A
31357_at,Cluster Incl. W26214:22d11 Homo sapiens cDNA /gb=W26214 /gi=1306625 /ug=Hs.136088 /len=697,149.69999999999999,A,-1789.2,A,-258.30000000000001,A,638.29999999999995,A,896.29999999999995,A,667.70000000000005,A,-952.39999999999998,A,1133.4000000000001,A
31358_at,Cluster Incl. W26228:22e5 Homo sapiens cDNA /gb=W26228 /gi=1306639 /ug=Hs.136090 /len=711,1387,A,-128.69999999999999,A,80.299999999999997,A,1278.0999999999999,A,-903,A,-37.399999999999999,A,-924.20000000000005,A,-367,A
31359_at,Cluster Incl. W27130:22g9 Homo sapiens cDNA /gb=W27130 /gi=1306664 /ug=Hs.136092 /len=736,-170.30000000000001,A,289.5,A,346.10000000000002,A,971.20000000000005,A,-333.19999999999999,A,-338.10000000000002,A,315.19999999999999,A,-650.5,A
31360_at,Cluster Incl. W26343:26b9 Homo sapiens cDNA /gb=W26343 /gi=1306898 /ug=Hs.136098 /len=715,-2156.9000000000001,A,82.5,A,451.69999999999999,A,904,A,-923.79999999999995,A,241.5,A,382.5,A,-191.19999999999999,A
31361_at,Cluster Incl. W27556:32e11 Homo sapiens cDNA /gb=W27556 /gi=1307360 /ug=Hs.136127 /len=763,1597.8,A,-5753.8000000000002,A,-779.89999999999998,A,-774.70000000000005,A,-1776,A,-137.90000000000001,A,-518.70000000000005,A,-655.10000000000002,A
31362_at,Cluster Incl. W26626:34a12 Homo sapiens cDNA /gb=W26626 /gi=1307469 /ug=Hs.136137 /len=890,-1009.1,A,-4422.1000000000004,A,-753.70000000000005,A,1684,A,-446.69999999999999,A,525.5,A,1059,A,2686.5999999999999,A
31363_at,Cluster Incl. W27607:35b12 Homo sapiens cDNA /gb=W27607 /gi=1307555 /ug=Hs.136140 /len=693,112.90000000000001,A,1783.8,A,-596.5,A,959.60000000000002,A,-1440.2,A,79.700000000000003,A,1525.0999999999999,M,1463.3,A
31364_i_at,Cluster Incl. W27762:37c6 Homo sapiens cDNA /gb=W27762 /gi=1307710 /ug=Hs.136145 /len=743,-1846.0999999999999,A,-1497.2,A,-277.69999999999999,A,-394.19999999999999,A,-1095.0999999999999,A,-201.19999999999999,A,-360.19999999999999,A,-458.89999999999998,A
31365_f_at,Cluster Incl. W27762:37c6 Homo sapiens cDNA /gb=W27762 /gi=1307710 /ug=Hs.136145 /len=743,2063.0999999999999,A,-709.70000000000005,A,1033.8,P,640.60000000000002,A,-449.5,A,626.79999999999995,P,-537.39999999999998,A,1391.5999999999999,A
31366_at,Cluster Incl. W27871:39a1 Homo sapiens cDNA /gb=W27871 /gi=1307819 /ug=Hs.136146 /len=860,32.200000000000003,A,-6949.3000000000002,A,-1017.2,A,-509.69999999999999,A,-390.5,A,-17.800000000000001,A,-830.70000000000005,A,-2256.9000000000001,A
31367_at,Cluster Incl. W27895:39c11 Homo sapiens cDNA /gb=W27895 /gi=1307843 /ug=Hs.136147 /len=843,433,A,3239.4000000000001,A,-54.200000000000003,A,-1744.0999999999999,A,-183.40000000000001,A,-544.79999999999995,A,-1319.2,A,23.399999999999999,A
31368_at,Cluster Incl. W27967:40b10 Homo sapiens cDNA /gb=W27967 /gi=1307915 /ug=Hs.136154 /len=755,-303.10000000000002,A,-2246.4000000000001,A,-434.80000000000001,A,-128.19999999999999,A,-1022,A,-245.30000000000001,A,185,A,646.29999999999995,A
31369_at,Cluster Incl. W28184:43c10 Homo sapiens cDNA /gb=W28184 /gi=1308132 /ug=Hs.136165 /len=954,2207.8000000000002,A,2649.5,A,-61,A,-2414.0999999999999,A,-2070.9000000000001,A,-2.2000000000000002,A,8.3000000000000007,A,144.80000000000001,A
31370_at,Cluster Incl. W28191:43d1 Homo sapiens cDNA /gb=W28191 /gi=1308139 /ug=Hs.136166 /len=954,-1865.2,A,1586.9000000000001,A,558.79999999999995,A,-108.40000000000001,A,587.79999999999995,A,-91.5,A,301.19999999999999,A,-276.10000000000002,A
31371_at,Cluster Incl. W28197:43d7 Homo sapiens cDNA /gb=W28197 /gi=1308145 /ug=Hs.136168 /len=886,-61.399999999999999,A,-4499.5,A,-528,A,-1716.8,A,-408.39999999999998,A,-545.39999999999998,A,912.79999999999995,A,-199.30000000000001,A
31372_at,Cluster Incl. W28203:43g3 Homo sapiens cDNA /gb=W28203 /gi=1308169 /ug=Hs.136169 /len=818,3155.8000000000002,A,5728.3999999999996,A,2215.5999999999999,A,1435.4000000000001,A,3521,A,1282.7,A,1690.8,A,173.5,A
31373_at,Cluster Incl. W28249:44b2 Homo sapiens cDNA /gb=W28249 /gi=1308197 /ug=Hs.136171 /len=896,-881.10000000000002,A,-3216.3000000000002,A,-26,A,-466,A,-2030.7,A,324,A,239.59999999999999,A,-114.7,A
31374_at,Cluster Incl. W28268:44d12 Homo sapiens cDNA /gb=W28268 /gi=1308216 /ug=Hs.136173 /len=836,2008.8,A,-4164.3000000000002,A,-244.5,A,-92.200000000000003,A,-314.10000000000002,A,-413.80000000000001,A,-1206.7,A,-770.60000000000002,A
31375_at,Cluster Incl. W28546:48c8 Homo sapiens cDNA /gb=W28546 /gi=1308494 /ug=Hs.136177 /len=927,2484.6999999999998,A,5635.1999999999998,A,2723.9000000000001,M,2104.3000000000002,A,2328.5999999999999,A,1096.7,A,2784.8000000000002,A,340.39999999999998,A
31376_at,Cluster Incl. W28918:54a1 Homo sapiens cDNA /gb=W28918 /gi=1308884 /ug=Hs.136180 /len=821,-1622.5,A,1043.3,A,273.60000000000002,A,-319.89999999999998,A,269.69999999999999,A,-508.10000000000002,A,45.399999999999999,A,245.69999999999999,A
31377_r_at,Cluster Incl. W26469:32f4 Homo sapiens cDNA /gb=W26469 /gi=1307375 /ug=Hs.136639 /len=754,727.70000000000005,A,933.10000000000002,A,654.10000000000002,A,1550.5,A,1635.7,A,1104.0999999999999,A,-1018,A,1534.5,A
31378_at,"Cluster Incl. AF041339:Homo sapiens homeodomain protein (PITX3) mRNA, complete cds /cds=(3,911) /gb=AF041339 /gi=3258632 /ug=Hs.137568 /len=1187",-739.70000000000005,A,983,A,160.80000000000001,A,-1175.8,A,2055.6999999999998,A,-417.69999999999999,A,37.899999999999999,A,-371.89999999999998,A
31379_at,"Cluster Incl. AF072164:Homo sapiens HSFE-1 mRNA, partial cds /cds=(763,1236) /gb=AF072164 /gi=3265149 /ug=Hs.137570 /len=2905",134.09999999999999,A,2501.8000000000002,A,113.3,A,787.39999999999998,A,1361.8,A,618.89999999999998,A,630.39999999999998,A,-165.40000000000001,A
31380_at,"Cluster Incl. AF059198:Homo sapiens protein kinase/endoribonulcease (IRE1) mRNA, complete cds /cds=(96,3029) /gb=AF059198 /gi=3300093 /ug=Hs.137575 /len=3629",920.5,A,-3340.1999999999998,A,-95.200000000000003,A,1943.9000000000001,A,-917.10000000000002,A,188.80000000000001,A,678.60000000000002,A,-507.60000000000002,A
31381_at,"Cluster Incl. AF076483:Homo sapiens peptidoglycan recognition protein precursor (PGRP) mRNA, complete cds /cds=(44,634) /gb=AF076483 /gi=3342532 /ug=Hs.137583 /len=690",-600,A,-2590.5999999999999,A,-130.40000000000001,A,365.10000000000002,A,1079.5,A,350.89999999999998,A,-52,A,1757.8,A
31382_f_at,"Cluster Incl. AF016492:Homo sapiens UDP-glucuronosyltransferase 2B mRNA, complete cds /cds=(9,1598) /gb=AF016492 /gi=3360272 /ug=Hs.137585 /len=1704",-472.10000000000002,A,-74.5,A,-502.39999999999998,A,976.10000000000002,M,1425.5999999999999,A,-158.09999999999999,A,-100.40000000000001,A,-907.10000000000002,A
31383_at,"Cluster Incl. AF078533:Homo sapiens evolutionarily related interleukin-1beta converting enzyme mRNA, complete cds /cds=(62,1195) /gb=AF078533 /gi=3386522 /ug=Hs.137587 /len=2043",-1185,A,762.70000000000005,A,-335.30000000000001,A,-1529.5,A,-1164.5999999999999,A,-272.60000000000002,A,605.89999999999998,A,410.60000000000002,A
31384_at,Cluster Incl. W28702:50g10 Homo sapiens cDNA /gb=W28702 /gi=1308668 /ug=Hs.139040 /len=805,-65.5,A,-2329.3000000000002,A,-435.60000000000002,A,35,A,-3915.8000000000002,A,-2225.6999999999998,A,149.19999999999999,A,-1170.4000000000001,A
31385_at,"Cluster Incl. U14969:Human ribosomal protein L28 mRNA, complete cds /cds=(27,440) /gb=U14969 /gi=550018 /ug=Hs.4437 /len=485",248374.89999999999,P,405659.70000000001,P,226711.10000000001,P,419737.90000000002,P,381237,P,237737.79999999999,P,303117.79999999999,P,358869.70000000001,P
31386_at,"Cluster Incl. M20812:Human kappa-immunoglobulin germline pseudogene (cos118) variable region (subgroup V kappa I) /cds=(6,326) /gb=M20812 /gi=185958 /ug=Hs.150224 /len=351",-760.29999999999995,A,4460.8000000000002,A,1000.2,A,-588.20000000000005,A,280.5,A,2705.4000000000001,P,-2.2000000000000002,A,-1603.4000000000001,A
31387_at,"Cluster Incl. AF068744:Homo sapiens double homeodomain protein (DUX2) mRNA, complete cds /cds=(211,453) /gb=AF068744 /gi=3414864 /ug=Hs.157425 /len=556",-175.30000000000001,A,7056.6999999999998,A,687.5,A,1543,A,378.89999999999998,A,1463.4000000000001,A,1545.5,A,248.59999999999999,A
31388_at,"Cluster Incl. L22650:Human early lymphoid activation protein (EPAG) mRNA sequence /cds=(54,371) /gb=L22650 /gi=468321 /ug=Hs.157431 /len=667",-759.5,A,-2987,A,326.89999999999998,A,818.70000000000005,M,448.89999999999998,A,-416.60000000000002,A,-374.5,A,-2.3999999999999999,A
31389_at,"Cluster Incl. U46752:Human phosphotyrosine independent ligand p62B B-cell isoform for the Lck SH2 domain mRNA, partial cds /cds=(0,1262) /gb=U46752 /gi=1184950 /ug=Hs.158298 /len=1975",45,A,3825.6999999999998,P,1134.7,A,4378.5,A,1522.3,A,2195.0999999999999,P,2200.1999999999998,A,2724.9000000000001,P
31390_at,"Cluster Incl. U20648:Human zinc finger protein (ZNF154) mRNA, partial cds /cds=(0,263) /gb=U20648 /gi=676874 /ug=Hs.158299 /len=791",-90.400000000000006,A,-300.19999999999999,A,-1038.2,A,-1132.9000000000001,A,-1349.8,A,390,A,-1628.5999999999999,A,889.20000000000005,A
31391_at,"Cluster Incl. AF040723:Homo sapiens neuroan1 mRNA, complete cds /cds=(10,1869) /gb=AF040723 /gi=3282690 /ug=Hs.158300 /len=3925",2038.0999999999999,A,9452.8999999999996,A,4677.8999999999996,A,3649.8000000000002,A,2315.4000000000001,A,2909.5999999999999,A,5510.6000000000004,A,4042.6999999999998,M
31392_r_at,"Cluster Incl. U88965:Human PO42 gene, complete cds /cds=(327,932) /gb=U88965 /gi=3282236 /ug=Hs.158302 /len=2164",-127.2,A,2098.8000000000002,A,-181,A,590.20000000000005,A,2428.1999999999998,A,264.89999999999998,A,600.5,A,-578.29999999999995,A
31393_r_at,"Cluster Incl. AB011076:Homo sapiens mRNA for UTF1, complete cds /cds=(15,1040) /gb=AB011076 /gi=3688603 /ug=Hs.158307 /len=1155",-5760.8000000000002,A,-39305.099999999999,A,-2985.0999999999999,A,-6351.8000000000002,A,-6381.1000000000004,A,-8017.8000000000002,A,-10086.5,A,-3793.8000000000002,A
31394_at,"Cluster Incl. AB006423:Homo sapiens TSA2004 mRNA, complete cds /cds=(57,1274) /gb=AB006423 /gi=3724281 /ug=Hs.158308 /len=1449",108.3,A,2061.6999999999998,A,602.89999999999998,A,94.799999999999997,A,732.5,A,-383.30000000000001,A,321,A,-66,A
31395_i_at,"Cluster Incl. AB012851:Homo sapiens mRNA for Musashi, complete cds /cds=(64,1152) /gb=AB012851 /gi=3786319 /ug=Hs.158311 /len=1940",-880.79999999999995,A,-686.10000000000002,A,-1372.5999999999999,A,-2360.5999999999999,A,-1509.8,A,-4.7999999999999998,A,-1892.0999999999999,A,-628.60000000000002,A
